customer_id;customer_size;digital_tenure_months;share_digital_orders;assortment_coverage;minutes_on_site;avg_minutes_per_page;unique_pages_visited;add_to_cart_count;revome_from_cart_count;minutes_purchase;suggested_purchase
1;Medium;6;88.8888888888889;0.06451612903225806;51.91445718333333;2.7323398517543858;10.0;3.0;0.0;5.0;0
2;Medium;9;100.0;0.07439024390243902;75.56668261666665;0.706230678660436;13.0;32.0;0.0;62.0;0
3;Medium;12;50.0;0.08377659574468085;50.86106621666665;0.8769149347701146;14.0;22.0;0.0;31.0;0
4;Small;9;75.0;0.042475728155339815;120.07788396666665;13.341987107407405;7.0;3.0;13.0;1.0;1
5;Large;6;75.0;0.08953488372093023;21.776022583333337;1.0369534563492064;9.0;10.0;0.0;8.0;0
6;Medium;3;66.66666666666666;0.05238095238095238;13.831958716666666;0.6915979358333333;10.0;8.0;0.0;9.0;0
7;Very Large;6;80.0;0.3119047619047619;272.3245043;5.446490086;17.0;51.0;7.0;35.0;0
8;Small;9;75.0;0.05645161290322581;48.70469594999998;1.1596356178571423;12.0;8.0;6.0;46.0;0
9;Very Large;4;63.63636363636363;0.5784313725490197;5.347787033333334;0.3819847880952381;8.0;9.0;7.0;4.0;1
10;Medium;2;75.0;0.055936073059360734;382.67187394999985;16.637907563043473;9.0;8.0;1.0;22.0;0
11;Medium;3;50.0;0.08883248730964467;30.584781416666665;0.8266157139639639;15.0;6.0;0.0;28.0;0
12;Large;3;66.66666666666666;0.10897435897435898;282.2519661500001;10.855844851923079;13.0;15.0;0.0;37.0;0
13;Large;4;75.0;0.08091787439613526;11.295416783333335;0.491105077536232;11.0;6.0;5.0;9.0;0
14;Small;0;50.0;0.057242990654205614;43.92935538333334;0.7987155524242425;18.0;12.0;5.0;22.0;0
15;Medium;6;75.0;0.053652968036529684;158.19671523333332;2.9848436836477985;14.0;14.0;11.0;42.0;0
16;Large;9;80.0;0.08608490566037735;16.165712499999998;0.4490475694444444;15.0;22.0;2.0;13.0;0
17;Small;6;100.0;0.026744186046511628;9.176892766666667;0.3823705319444445;11.0;8.0;2.0;7.0;0
18;Small;5;66.66666666666666;0.02619047619047619;16.759468916666666;0.29402577046783623;16.0;6.0;3.0;9.0;0
19;Small;6;66.66666666666666;0.030805687203791468;1.6507618333333332;0.18341798148148147;7.0;2.0;0.0;1.0;0
20;Small;4;66.66666666666666;0.07360406091370557;28.972108783333336;2.4143423986111108;7.0;3.0;0.0;27.0;0
21;Very Large;12;83.33333333333334;0.15355329949238578;667.0117348333333;19.6179922009804;9.0;2.0;2.0;1.0;0
22;Small;5;66.66666666666666;0.060714285714285714;13.585919350000005;0.6469485404761907;10.0;8.0;0.0;10.0;0
23;Large;6;100.0;0.10952380952380952;18.769995283333333;0.6256665094444446;13.0;10.0;1.0;17.0;0
24;Small;6;100.0;0.018957345971563986;65.74498958333331;2.988408617424241;8.0;5.0;0.0;63.0;0
25;Small;10;75.0;0.042824074074074084;9.005683333333332;0.6927448717948717;10.0;6.0;0.0;5.0;0
26;Small;6;66.66666666666666;0.015550239234449759;14.89699565;0.9931330433333332;8.0;4.0;0.0;9.0;0
27;Medium;6;100.0;0.06339712918660287;22.924535199999998;0.6367926444444445;14.0;28.0;17.0;20.0;0
28;Small;10;100.0;0.017281105990783408;9.848616050000002;0.8953287318181821;7.0;5.0;1.0;4.0;0
29;Medium;2;75.0;0.07227488151658767;6.456290166666667;0.4966377051282052;7.0;7.0;0.0;5.0;0
30;Small;4;75.0;0.02219626168224299;9.120752066666666;0.6080501377777777;9.0;7.0;1.0;7.0;0
31;Small;5;75.0;0.05384615384615385;19.622994616666674;0.8531736789855074;9.0;5.0;5.0;17.0;1
32;Large;4;80.0;0.17028985507246375;39.28044713333336;0.7014365559523814;13.0;26.0;0.0;38.0;0
33;Large;5;80.0;0.09569377990430622;9.095923883333333;0.3789968284722222;12.0;3.0;1.0;8.0;0
34;Small;5;100.0;0.010368663594470045;30.109970266666664;2.316151558974359;8.0;3.0;5.0;1.0;1
35;Medium;8;83.33333333333334;0.06428571428571428;9.929221400000001;0.4137175583333333;11.0;9.0;4.0;3.0;0
36;Small;9;33.33333333333333;0.024193548387096774;23.591797883333324;0.44512826194968536;12.0;8.0;13.0;21.0;0
37;Medium;10;80.0;0.0589622641509434;4.228674816666667;0.3844249833333333;8.0;3.0;2.0;3.0;1
38;Very Large;4;66.66666666666666;0.16071428571428573;77.37358358333334;5.5266845416666674;6.0;23.0;1.0;38.0;0
39;Large;4;83.33333333333334;0.1488095238095238;14.522472883333332;0.9681648588888888;9.0;10.0;0.0;7.0;0
40;Medium;10;80.0;0.08207070707070707;57.17388568333333;0.8286070388888889;14.0;21.0;0.0;56.0;0
41;Large;11;80.0;0.19414893617021275;9.359771283333336;0.9359771283333336;7.0;11.0;0.0;7.0;0
42;Large;9;80.0;0.10846560846560846;21.84263691666666;0.9496798659420288;10.0;8.0;9.0;16.0;0
43;Small;5;100.0;0.025;6.587764616666665;0.4391843077777777;7.0;10.0;0.0;5.0;0
44;Small;5;85.71428571428571;0.04733009708737864;94.62511894999996;6.308341263333332;7.0;6.0;0.0;4.0;0
45;Medium;3;33.33333333333333;0.054906542056074766;18.269015650000004;0.5709067390625001;12.0;7.0;1.0;16.0;0
46;Very Large;2;66.66666666666666;0.19035532994923854;38.24160729999999;0.7215397603773583;14.0;26.0;0.0;35.0;0
47;Small;6;66.66666666666666;0.028571428571428567;9.064105949999998;0.31255537758620683;15.0;6.0;6.0;7.0;0
48;Medium;6;83.33333333333334;0.05119047619047619;5.137071166666668;0.3951593205128206;6.0;9.0;0.0;4.0;0
49;Medium;9;71.42857142857143;0.06547619047619048;12.817637083333333;0.47472729938271596;11.0;25.0;7.0;12.0;0
50;Very Large;11;83.33333333333334;0.26421800947867297;624.8222877166667;48.06325290128204;9.0;51.0;5.0;29.0;0
51;Large;13;60.0;0.0924170616113744;25.872809816666656;0.6016932515503873;11.0;23.0;10.0;24.0;0
52;Large;12;83.33333333333334;0.08411214953271028;14.25968225;1.29633475;7.0;11.0;0.0;13.0;0
53;Medium;8;66.66666666666666;0.05853658536585366;10.234202899999998;0.4264251208333332;12.0;9.0;0.0;8.0;0
54;Medium;3;66.66666666666666;0.09404761904761903;128.74525734999997;3.218631433749999;14.0;10.0;3.0;14.0;0
55;Small;5;100.0;0.02441860465116279;304.1322934333333;21.723735245238096;9.0;6.0;0.0;2.0;0
56;Small;5;100.0;0.024881516587677725;5.38543805;0.1857047603448276;12.0;10.0;4.0;3.0;0
57;Large;7;66.66666666666666;0.09495192307692307;56.79919026666668;1.4947155333333335;12.0;4.0;16.0;48.0;0
58;Small;5;75.0;0.05980861244019139;79.28625858333331;1.3670044583333332;14.0;8.0;0.0;54.0;0
59;Small;6;75.0;0.030805687203791468;387.1237881333333;5.9557505866666665;15.0;6.0;0.0;13.0;0
60;Medium;10;100.0;0.04976851851851852;7.4276780833333325;0.7427678083333331;7.0;6.0;5.0;6.0;1
61;Large;7;75.0;0.0748792270531401;2.3974130666666658;0.2996766333333333;6.0;7.0;0.0;1.0;0
62;Large;11;75.0;0.09285714285714286;964.2087287333336;21.426860638518523;11.0;7.0;0.0;18.0;0
63;Large;4;75.0;0.09186046511627907;237.19265513333332;11.859632756666665;8.0;19.0;2.0;23.0;1
64;Large;7;66.66666666666666;0.11722488038277512;15.508420933333333;0.37825416910569104;15.0;23.0;6.0;13.0;0
65;Very Large;10;85.71428571428571;0.25;600.1007972499998;8.825011724264701;16.0;16.0;13.0;33.5;0
66;Very Large;9;66.66666666666666;0.2152777777777778;81.2838908333333;1.213192400497512;15.0;27.0;0.0;43.33333333333334;0
67;Medium;12;66.66666666666666;0.08706467661691543;102.9371801166667;1.0950763842198583;20.0;16.0;1.0;70.0;1
68;Small;3;100.0;0.023148148148148147;512.0184352;25.60092176;10.0;5.0;0.0;3.0;0
69;Medium;5;66.66666666666666;0.07261904761904762;15.501829549999995;0.3974828089743589;11.0;17.0;0.0;13.0;0
70;Small;5;66.66666666666666;0.046803652968036534;72.1301543;5.152153878571427;8.0;6.0;0.0;16.0;0
71;Very Large;5;80.0;0.3038277511961722;61.66010881666666;2.6808742963768117;9.0;20.0;12.0;58.0;0
72;Very Large;4;85.71428571428571;0.25245098039215685;88.16378586666669;1.3563659364102567;15.0;25.0;3.0;34.0;0
73;Medium;4;75.0;0.06280788177339902;11.553386916666673;0.481391121527778;12.0;11.0;0.0;9.0;0
74;Large;9;66.66666666666666;0.12436548223350255;11.468958733333325;0.7645972488888882;11.0;10.0;7.0;9.0;0
75;Medium;5;80.0;0.08737864077669902;12.619928299999998;0.1855871808823529;16.0;12.0;2.0;4.0;0
76;Large;3;100.0;0.09296482412060303;157.78321071666667;7.513486224603175;9.0;8.0;0.0;6.0;0
77;Very Large;3;80.0;0.18781725888324874;53.064388733333324;1.6582621479166662;13.0;22.0;1.0;52.0;0
78;Very Large;3;83.33333333333334;0.31105990783410137;23.60872025;1.0731236477272728;9.0;40.0;27.0;22.0;0
79;Large;9;75.0;0.0880281690140845;6.371326483333332;0.2548530593333333;12.0;9.0;0.0;5.0;0
80;Small;1;100.0;0.015476190476190475;3.511520066666668;0.13505846410256414;12.0;3.0;0.0;2.0;0
81;Large;5;80.0;0.11822660098522167;17.856908100000002;0.9398372684210524;10.0;12.0;4.0;17.0;0
82;Medium;4;80.0;0.07301980198019803;17.86546736666667;0.4962629824074075;10.0;16.0;5.0;17.0;0
83;Large;10;80.0;0.10406698564593303;364.8851664166668;24.32567776111112;8.0;4.0;4.0;10.0;1
84;Medium;6;50.0;0.08756345177664973;27.77042248333333;0.9918008029761902;13.0;19.0;0.0;26.0;0
